"corpus_version","generated_at","license","methodology_url","id","slug","name","entityType","summary","dateDisplay","regions","styles","roles","instruments","sourceIds","featuredVideo","reviewStatus","lastReviewed"
"0.7.1","2026-07-22T19:24:54.796Z","NOASSERTION: No public data license has been asserted yet","/methodology","entity:reverend-gary-davis","reverend-gary-davis","Reverend Gary Davis","artist","Reverend Gary Davis was a blues composer, guitarist and singer.","1896 – 1972","United States","Blues; Piedmont Blues","Composer; Guitarist; Singer; Blues Musician","Guitar; Harmonica","source:encyclopedia-reverend-gary-davis; source:wikipedia-list-blues-musicians-discovery","{""platform"":""youtube"",""videoId"":""205_P2N42Rc"",""title"":""Reverend Gary Davis - The Best Of Full Album"",""sourceUrl"":""https://www.youtube.com/watch?v=205_P2N42Rc"",""lastChecked"":""2026-07-22""}","needs_revision",""
"0.7.1","2026-07-22T19:24:54.796Z","NOASSERTION: No public data license has been asserted yet","/methodology","entity:richard-hacksaw-harney","richard-hacksaw-harney","Richard ""Hacksaw"" Harney","artist","Richard ""Hacksaw"" Harney was a blues musician.","1902 – 1973","United States","Blues","Musician","Piano","source:encyclopedia-richard-hacksaw-harney; source:wikipedia-list-blues-musicians-discovery","{""platform"":""youtube"",""videoId"":""ZHPj6cSxLrQ"",""title"":""Richard \""Hacksaw\"" Harney - Oh Red"",""sourceUrl"":""https://www.youtube.com/watch?v=ZHPj6cSxLrQ"",""lastChecked"":""2026-07-22""}","needs_revision",""
"0.7.1","2026-07-22T19:24:54.796Z","NOASSERTION: No public data license has been asserted yet","/methodology","entity:rick-franklin","rick-franklin","Rick Franklin","artist","Rick Franklin is a blues singer.","1952 –","United States","Blues","Singer","Voice","source:encyclopedia-rick-franklin; source:wikipedia-list-blues-musicians-discovery","{""platform"":""youtube"",""videoId"":""j2I8qpLwvJk"",""title"":""The Rick Franklin Project - \""State of Mind\"""",""sourceUrl"":""https://www.youtube.com/watch?v=j2I8qpLwvJk"",""lastChecked"":""2026-07-22""}","needs_revision",""
"0.7.1","2026-07-22T19:24:54.796Z","NOASSERTION: No public data license has been asserted yet","/methodology","entity:ring-shout","ring-shout","Ring Shout","tradition","A shuffling, counter-clockwise devotional dance with hand-clap polyrhythm, one of the best-documented African retentions in North America and a rhythmic ancestor of blues and gospel groove.","1800s","Gullah Geechee, Sea Islands","","","","","","needs_revision",""
"0.7.1","2026-07-22T19:24:54.796Z","NOASSERTION: No public data license has been asserted yet","/methodology","entity:rl-burnside","rl-burnside","R.L. Burnside","artist","Mississippi singer-guitarist whose driving, repetitive grooves became a defining recorded expression of North Mississippi Hill Country blues.","1926 – 2005","North Mississippi; Mississippi Hill Country","Hill Country blues; Electric blues","Singer; Songwriter; Guitarist","Guitar","source:rl-burnside-blues-foundation","{""platform"":""youtube"",""videoId"":""kQxl8ljD560"",""title"":""Someday Baby"",""sourceUrl"":""https://www.youtube.com/watch?v=kQxl8ljD560"",""lastChecked"":""2026-07-22""}","reviewed","2026-07-22"
"0.7.1","2026-07-22T19:24:54.796Z","NOASSERTION: No public data license has been asserted yet","/methodology","entity:robert-cray","robert-cray","Robert Cray","artist","Georgia-born singer-guitarist whose polished electric blues, soul phrasing and songwriting reached broad audiences from the 1980s onward.","1953 –","Georgia; Pacific Northwest; United States","Electric blues; Soul blues; Contemporary blues","Singer; Songwriter; Guitarist","Guitar","source:robert-cray-blues-foundation","{""platform"":""youtube"",""videoId"":""jP2EvSNHqh0"",""title"":""Right Next Door"",""sourceUrl"":""https://www.youtube.com/watch?v=jP2EvSNHqh0"",""lastChecked"":""2026-07-22""}","reviewed","2026-07-22"
"0.7.1","2026-07-22T19:24:54.796Z","NOASSERTION: No public data license has been asserted yet","/methodology","entity:robert-curtis-smith","robert-curtis-smith","Robert Curtis Smith","artist","Robert Curtis Smith was a blues singer and songwriter.","1930 – 2010","United States","Blues","Singer; Songwriter","Guitar; Voice","source:encyclopedia-robert-curtis-smith; source:wikipedia-list-blues-musicians-discovery","{""platform"":""youtube"",""videoId"":""gbaafmk6a7A"",""title"":""Robert Curtis Smith - Put Your Arms Around Me"",""sourceUrl"":""https://www.youtube.com/watch?v=gbaafmk6a7A"",""lastChecked"":""2026-07-22""}","needs_revision",""
"0.7.1","2026-07-22T19:24:54.796Z","NOASSERTION: No public data license has been asserted yet","/methodology","entity:robert-johnson","robert-johnson","Robert Johnson","artist","Recorded only 29 songs, yet his harmonic sophistication and lyrical imagery became the most-cited single influence for the British blues revival a generation later.","1911 – 1938","Mississippi","","","","","{""platform"":""youtube"",""videoId"":""Kxi4XkIVWLQ"",""title"":""Cross Road Blues"",""sourceUrl"":""https://www.youtube.com/watch?v=Kxi4XkIVWLQ"",""lastChecked"":""2026-07-22""}","needs_revision",""
"0.7.1","2026-07-22T19:24:54.796Z","NOASSERTION: No public data license has been asserted yet","/methodology","entity:robert-shaw","robert-shaw","Robert Shaw","artist","Robert Shaw was a blues pianist and songwriter.","1908 – 1985","United States","Blues","Pianist; Songwriter","Piano","source:encyclopedia-robert-shaw; source:wikipedia-list-blues-musicians-discovery","{""platform"":""youtube"",""videoId"":""vQCujerXTYY"",""title"":""Jump Steady Blues"",""sourceUrl"":""https://www.youtube.com/watch?v=vQCujerXTYY"",""lastChecked"":""2026-07-22""}","needs_revision",""
"0.7.1","2026-07-22T19:24:54.796Z","NOASSERTION: No public data license has been asserted yet","/methodology","entity:rod-piazza","rod-piazza","Rod Piazza","artist","Rod Piazza is a blues musician and singer.","1947 –","United States","Blues","Musician; Singer","Harmonica; Voice","source:encyclopedia-rod-piazza; source:wikipedia-list-blues-musicians-discovery","{""platform"":""youtube"",""videoId"":""VnlQVYy9z5E"",""title"":""Tangled With A Woman"",""sourceUrl"":""https://www.youtube.com/watch?v=VnlQVYy9z5E"",""lastChecked"":""2026-07-22""}","needs_revision",""
"0.7.1","2026-07-22T19:24:54.796Z","NOASSERTION: No public data license has been asserted yet","/methodology","entity:rolling-stones","rolling-stones","The Rolling Stones","ensemble","Took their name from a Muddy Waters song and built their early sound on covers of Chess Records artists, becoming the most visible ambassadors of Chicago blues in Britain.","formed 1962","London","","","","","","needs_revision",""
"0.7.1","2026-07-22T19:24:54.796Z","NOASSERTION: No public data license has been asserted yet","/methodology","entity:ronnie-baker-brooks","ronnie-baker-brooks","Ronnie Baker Brooks","artist","Ronnie Baker Brooks is a blues singer, songwriter and musician.","1967 –","United States","Blues; Chicago Blues","Singer; Songwriter; Musician","Guitar; Voice","source:encyclopedia-ronnie-baker-brooks; source:wikipedia-list-blues-musicians-discovery; source:blues-foundation-hall-of-fame","{""platform"":""youtube"",""videoId"":""jYxym4yxQjE"",""title"":""The Torch of the Blues (feat. Lonnie Brooks, Eddy \""The Chief\"" Clearwater, Jimmy Johnson &..."",""sourceUrl"":""https://www.youtube.com/watch?v=jYxym4yxQjE"",""lastChecked"":""2026-07-22""}","needs_revision",""
"0.7.1","2026-07-22T19:24:54.796Z","NOASSERTION: No public data license has been asserted yet","/methodology","entity:roosevelt-sykes","roosevelt-sykes","Roosevelt Sykes","artist","Roosevelt Sykes was a blues pianist, singer and composer.","1906 – 1983","United States","Blues","Pianist; Singer; Composer","Piano","source:encyclopedia-roosevelt-sykes; source:wikipedia-list-blues-musicians-discovery","{""platform"":""youtube"",""videoId"":""7HbvVFuGcxI"",""title"":""Roosevelt Sykes Sings The Blues (1962)"",""sourceUrl"":""https://www.youtube.com/watch?v=7HbvVFuGcxI"",""lastChecked"":""2026-07-22""}","needs_revision",""
"0.7.1","2026-07-22T19:24:54.796Z","NOASSERTION: No public data license has been asserted yet","/methodology","entity:rory-block","rory-block","Rory Block","artist","American blues guitarist and singer recognized for country blues performance and sustained engagement with traditional blues repertoire.","1949 –","Princeton, New Jersey; Greenwich Village, New York","Blues; Country blues; Acoustic blues","Musician; Singer","Guitar; Voice","source:encyclopedia-rory-block","{""platform"":""youtube"",""videoId"":""oVMHmGe69KI"",""title"":""Cried Like A Baby (Official Video)"",""sourceUrl"":""https://www.youtube.com/watch?v=oVMHmGe69KI"",""lastChecked"":""2026-07-22""}","needs_revision",""
"0.7.1","2026-07-22T19:24:54.796Z","NOASSERTION: No public data license has been asserted yet","/methodology","entity:rory-gallagher","rory-gallagher","Rory Gallagher","artist","Rory Gallagher was a blues singer, songwriter and guitarist.","1948 – 1995","Ireland","Blues","Singer; Songwriter; Guitarist; Composer","Guitar; Mandolin; Voice; Accordion; Saxophone","source:encyclopedia-rory-gallagher; source:wikipedia-list-blues-musicians-discovery; source:school-of-rock-history-blues","{""platform"":""youtube"",""videoId"":""Hu8CkHca2t8"",""title"":""I Fall Apart"",""sourceUrl"":""https://www.youtube.com/watch?v=Hu8CkHca2t8"",""lastChecked"":""2026-07-22""}","needs_revision",""
"0.7.1","2026-07-22T19:24:54.796Z","NOASSERTION: No public data license has been asserted yet","/methodology","entity:roscoe-shelton","roscoe-shelton","Roscoe Shelton","artist","Roscoe Shelton was a blues singer, composer and musician.","1931 – 2002","United States","Blues; Electric Blues","Singer; Composer; Musician","Voice","source:encyclopedia-roscoe-shelton; source:wikipedia-list-blues-musicians-discovery","{""platform"":""youtube"",""videoId"":""anIhSmSWEEE"",""title"":""roscoe shelton - question (sims)"",""sourceUrl"":""https://www.youtube.com/watch?v=anIhSmSWEEE"",""lastChecked"":""2026-07-22""}","needs_revision",""
"0.7.1","2026-07-22T19:24:54.796Z","NOASSERTION: No public data license has been asserted yet","/methodology","entity:roy-milton","roy-milton","Roy Milton","artist","Roy Milton was a blues songwriter, jazz musician and singer.","1907 – 1983","United States","Blues; Rhythm And Blues","Songwriter; Jazz Musician; Singer; Bandleader","Drum Kit","source:encyclopedia-roy-milton; source:wikipedia-list-blues-musicians-discovery","{""platform"":""youtube"",""videoId"":""9rPbad__Ozo"",""title"":""Roy Milton   Information Blues 1950"",""sourceUrl"":""https://www.youtube.com/watch?v=9rPbad__Ozo"",""lastChecked"":""2026-07-22""}","needs_revision",""
"0.7.1","2026-07-22T19:24:54.796Z","NOASSERTION: No public data license has been asserted yet","/methodology","entity:ry-cooder","ry-cooder","Ry Cooder","artist","American multi-instrumentalist, songwriter, producer, and film composer known for slide guitar, blues, roots music, and international collaborations.","1947 –","Los Angeles, California; Santa Monica, California","Blues; Americana; Roots rock; Folk; World music","Musician; Songwriter; Record producer; Film score composer","Guitar; Slide guitar; Bass; Mandolin; Banjo","source:encyclopedia-ry-cooder","{""platform"":""youtube"",""videoId"":""HEUIZWyieAk"",""title"":""The Prodigal Son (Live in studio)"",""sourceUrl"":""https://www.youtube.com/watch?v=HEUIZWyieAk"",""lastChecked"":""2026-07-22""}","needs_revision",""
"0.7.1","2026-07-22T19:24:54.796Z","NOASSERTION: No public data license has been asserted yet","/methodology","entity:sam-myers","sam-myers","Sam Myers","artist","Sam Myers was a blues musician, songwriter and musician.","1936 – 2006","United States","Blues","Musician; Songwriter; Blues Musician","Harmonica","source:encyclopedia-sam-myers; source:wikipedia-list-blues-musicians-discovery","{""platform"":""youtube"",""videoId"":""PnXK2OP7V2A"",""title"":""I Got The Blues"",""sourceUrl"":""https://www.youtube.com/watch?v=PnXK2OP7V2A"",""lastChecked"":""2026-07-22""}","needs_revision",""
"0.7.1","2026-07-22T19:24:54.796Z","NOASSERTION: No public data license has been asserted yet","/methodology","entity:samantha-fish","samantha-fish","Samantha Fish","artist","Kansas City singer-guitarist whose contemporary work moves between electric blues, roots rock, soul and collaborative songwriting.","","Kansas City, Missouri; United States","Contemporary blues; Blues rock; Roots rock","Singer; Songwriter; Guitarist","Guitar","source:samantha-fish-official-bio","{""platform"":""youtube"",""videoId"":""CS82q-dnQvg"",""title"":""Kill or Be Kind"",""sourceUrl"":""https://www.youtube.com/watch?v=CS82q-dnQvg"",""lastChecked"":""2026-07-22""}","reviewed","2026-07-22"
"0.7.1","2026-07-22T19:24:54.796Z","NOASSERTION: No public data license has been asserted yet","/methodology","entity:sammy-lawhorn","sammy-lawhorn","Sammy Lawhorn","artist","Sammy Lawhorn was a blues musician.","1935 – 1990","United States","Blues; Chicago Blues","Musician","Guitar","source:encyclopedia-sammy-lawhorn; source:wikipedia-list-blues-musicians-discovery","{""platform"":""youtube"",""videoId"":""B2rgfmHCuQI"",""title"":""Big Boss Man (feat. George Smith, Johnny Dollar, Sammy Lawhorn, Nick Charles, Roosevelt \""snake\""..."",""sourceUrl"":""https://www.youtube.com/watch?v=B2rgfmHCuQI"",""lastChecked"":""2026-07-22""}","needs_revision",""
"0.7.1","2026-07-22T19:24:54.796Z","NOASSERTION: No public data license has been asserted yet","/methodology","entity:sara-martin","sara-martin","Sara Martin","artist","Sara Martin was a blues singer and singer.","1884 – 1955","United States","Blues","Singer; Blues Singer","Voice","source:encyclopedia-sara-martin; source:wikipedia-list-blues-musicians-discovery","{""platform"":""youtube"",""videoId"":""pEN6t5a5vuU"",""title"":""Atlanta Blues"",""sourceUrl"":""https://www.youtube.com/watch?v=pEN6t5a5vuU"",""lastChecked"":""2026-07-22""}","needs_revision",""
"0.7.1","2026-07-22T19:24:54.796Z","NOASSERTION: No public data license has been asserted yet","/methodology","entity:scrapper-blackwell","scrapper-blackwell","Scrapper Blackwell","artist","Scrapper Blackwell was a blues guitarist, singer and musician.","1903 – 1962","United States","Blues; Chicago Blues","Guitarist; Singer; Musician","Guitar","source:encyclopedia-scrapper-blackwell; source:wikipedia-list-blues-musicians-discovery","{""platform"":""youtube"",""videoId"":""aXDmCEGJlbk"",""title"":""Scrapper Blackwell - Penal Farm Blues (Remastered 2025/Official Audio)"",""sourceUrl"":""https://www.youtube.com/watch?v=aXDmCEGJlbk"",""lastChecked"":""2026-07-22""}","needs_revision",""
"0.7.1","2026-07-22T19:24:54.796Z","NOASSERTION: No public data license has been asserted yet","/methodology","entity:shakey-jake-harris","shakey-jake-harris","Shakey Jake Harris","artist","Shakey Jake Harris was a blues singer, singer-songwriter and composer.","1921 – 1990","United States","Blues; Chicago Blues","Singer; Singer-Songwriter; Composer; Blues Musician","Harmonica; Voice","source:encyclopedia-shakey-jake-harris; source:wikipedia-list-blues-musicians-discovery","{""platform"":""youtube"",""videoId"":""KFqlxpz_T3w"",""title"":""Shakey Jake Harris     ~    ''My Blues Advice''  1971"",""sourceUrl"":""https://www.youtube.com/watch?v=KFqlxpz_T3w"",""lastChecked"":""2026-07-22""}","needs_revision",""
"0.7.1","2026-07-22T19:24:54.796Z","NOASSERTION: No public data license has been asserted yet","/methodology","entity:shemekia-copeland","shemekia-copeland","Shemekia Copeland","artist","Harlem-born singer whose contemporary blues work joins commanding vocals with songs engaging American roots traditions and present-day social concerns.","1979 –","Harlem, New York; United States","Contemporary blues; Soul blues; Americana","Singer","","source:shemekia-copeland-official-bio","{""platform"":""youtube"",""videoId"":""_QeNxdCGUwo"",""title"":""Married to the Blues"",""sourceUrl"":""https://www.youtube.com/watch?v=_QeNxdCGUwo"",""lastChecked"":""2026-07-22""}","reviewed","2026-07-22"
"0.7.1","2026-07-22T19:24:54.796Z","NOASSERTION: No public data license has been asserted yet","/methodology","entity:sherman-robertson","sherman-robertson","Sherman Robertson","artist","Sherman Robertson was a blues singer, guitarist and songwriter.","1948 – 2021","United States","Blues","Singer; Guitarist; Songwriter","Guitar; Voice","source:encyclopedia-sherman-robertson; source:wikipedia-list-blues-musicians-discovery","{""platform"":""youtube"",""videoId"":""j-Un7aN-STQ"",""title"":""Sherman Robertson    ~    Tribute  Live ( Modern Electric Texas Blues )"",""sourceUrl"":""https://www.youtube.com/watch?v=j-Un7aN-STQ"",""lastChecked"":""2026-07-22""}","needs_revision",""
"0.7.1","2026-07-22T19:24:54.796Z","NOASSERTION: No public data license has been asserted yet","/methodology","entity:shirley-griffith","shirley-griffith","Shirley Griffith","artist","Shirley Griffith was a blues singer, songwriter and guitarist.","1908 – 1974","United States","Blues","Singer; Songwriter; Guitarist","Guitar; Voice","source:encyclopedia-shirley-griffith; source:wikipedia-list-blues-musicians-discovery","{""platform"":""youtube"",""videoId"":""cZviMa_9S5Y"",""title"":""Shirley Griffith - Saturday Blues"",""sourceUrl"":""https://www.youtube.com/watch?v=cZviMa_9S5Y"",""lastChecked"":""2026-07-22""}","needs_revision",""
"0.7.1","2026-07-22T19:24:54.796Z","NOASSERTION: No public data license has been asserted yet","/methodology","entity:sippie-wallace","sippie-wallace","Sippie Wallace","artist","Texas-born singer, pianist and songwriter whose classic-blues recordings and later revival connected the 1920s recording era to new audiences.","1898 – 1986","Texas; Detroit, Michigan","Classic blues; Vaudeville blues","Singer; Songwriter; Pianist","Piano","source:sippie-wallace-blues-foundation","{""platform"":""youtube"",""videoId"":""Z6bogbflyY0"",""title"":""Advice Blues"",""sourceUrl"":""https://www.youtube.com/watch?v=Z6bogbflyY0"",""lastChecked"":""2026-07-22""}","reviewed","2026-07-22"
"0.7.1","2026-07-22T19:24:54.796Z","NOASSERTION: No public data license has been asserted yet","/methodology","entity:sista-monica-parker","sista-monica-parker","Sista Monica Parker","artist","Sista Monica Parker was a blues songwriter.","1956 – 2014","United States","Blues; Electric Blues","Songwriter","","source:encyclopedia-sista-monica-parker; source:wikipedia-list-blues-musicians-discovery; source:blues-foundation-hall-of-fame","{""platform"":""youtube"",""videoId"":""4Qm6YnBLc5s"",""title"":""Sista Monica Parker - Georgia On My Mind"",""sourceUrl"":""https://www.youtube.com/watch?v=4Qm6YnBLc5s"",""lastChecked"":""2026-07-22""}","needs_revision",""
"0.7.1","2026-07-22T19:24:54.796Z","NOASSERTION: No public data license has been asserted yet","/methodology","entity:sister-rosetta-tharpe","sister-rosetta-tharpe","Sister Rosetta Tharpe","artist","Arkansas-born singer-guitarist who brought amplified electric guitar, rhythmic drive and gospel repertoire into popular performance decades before rock and roll's rise.","1915 – 1973","Arkansas; Chicago, Illinois; New York","Gospel; Rhythm and blues; Early rock and roll","Singer; Songwriter; Guitarist","Electric guitar","source:sister-rosetta-smithsonian","{""platform"":""youtube"",""videoId"":""Y9a49oFalZE"",""title"":""Didn’t It Rain? (Live, 1964)"",""sourceUrl"":""https://www.youtube.com/watch?v=Y9a49oFalZE"",""lastChecked"":""2026-07-22""}","reviewed","2026-07-22"
"0.7.1","2026-07-22T19:24:54.796Z","NOASSERTION: No public data license has been asserted yet","/methodology","entity:skip-james","skip-james","Skip James","artist","Developed an eerie minor-key, open-tuning style distinct from the Patton lineage; rediscovered in the 1960s and covered by Cream.","1902 – 1969","Bentonia, Mississippi","Bentonia blues; Delta blues","Singer; Songwriter; Guitarist; Pianist","Guitar; Piano","source:skip-james-mississippi-encyclopedia","{""platform"":""youtube"",""videoId"":""mYALBzfY5QY"",""title"":""Hard Time Killing Floor Blues (Live, 1967)"",""sourceUrl"":""https://www.youtube.com/watch?v=mYALBzfY5QY"",""lastChecked"":""2026-07-22""}","reviewed","2026-07-22"
"0.7.1","2026-07-22T19:24:54.796Z","NOASSERTION: No public data license has been asserted yet","/methodology","entity:smokey-hogg","smokey-hogg","Smokey Hogg","artist","Smokey Hogg was a blues musician and songwriter.","1914 – 1960","United States","Blues","Musician; Songwriter","Guitar","source:encyclopedia-smokey-hogg; source:wikipedia-list-blues-musicians-discovery","{""platform"":""youtube"",""videoId"":""MxQFmrfqbPw"",""title"":""New Year's Eve Blues"",""sourceUrl"":""https://www.youtube.com/watch?v=MxQFmrfqbPw"",""lastChecked"":""2026-07-22""}","needs_revision",""
"0.7.1","2026-07-22T19:24:54.796Z","NOASSERTION: No public data license has been asserted yet","/methodology","entity:smoky-babe","smoky-babe","Smoky Babe","artist","Smoky Babe was a blues singer, composer and musician.","1927 – 1975","United States","Blues; Louisiana Blues","Singer; Composer; Musician","Guitar; Voice","source:encyclopedia-smoky-babe; source:wikipedia-list-blues-musicians-discovery","{""platform"":""youtube"",""videoId"":""m6YbAlUFnGI"",""title"":""Goin' Home Blues"",""sourceUrl"":""https://www.youtube.com/watch?v=m6YbAlUFnGI"",""lastChecked"":""2026-07-22""}","needs_revision",""
"0.7.1","2026-07-22T19:24:54.796Z","NOASSERTION: No public data license has been asserted yet","/methodology","entity:snooks-eaglin","snooks-eaglin","Snooks Eaglin","artist","Snooks Eaglin was a blues guitarist, jazz musician and jazz guitarist.","1936 – 2009","United States","Blues","Guitarist; Jazz Musician; Jazz Guitarist; Musician","Guitar; Voice","source:encyclopedia-snooks-eaglin; source:wikipedia-list-blues-musicians-discovery","{""platform"":""youtube"",""videoId"":""sF9qN9HX8XI"",""title"":""You Give Me Nothing But The Blues"",""sourceUrl"":""https://www.youtube.com/watch?v=sF9qN9HX8XI"",""lastChecked"":""2026-07-22""}","needs_revision",""
"0.7.1","2026-07-22T19:24:54.796Z","NOASSERTION: No public data license has been asserted yet","/methodology","entity:son-house","son-house","Son House","artist","A fierce slide guitarist and preacher whose intensity directly mentored Robert Johnson and later re-emerged as a touchstone for the 1960s blues revival.","1902 – 1988","Mississippi","","","","","{""platform"":""youtube"",""videoId"":""NdgrQoZHnNY"",""title"":""Death Letter Blues"",""sourceUrl"":""https://www.youtube.com/watch?v=NdgrQoZHnNY"",""lastChecked"":""2026-07-22""}","needs_revision",""
"0.7.1","2026-07-22T19:24:54.796Z","NOASSERTION: No public data license has been asserted yet","/methodology","entity:son-seals","son-seals","Son Seals","artist","Son Seals was a blues singer, guitarist and composer.","1942 – 2004","United States","Blues","Singer; Guitarist; Composer; Musician","Guitar; Voice","source:encyclopedia-son-seals; source:wikipedia-list-blues-musicians-discovery","{""platform"":""youtube"",""videoId"":""igQMbYQrfjw"",""title"":""SON SEALS BLUES BAND - Utrecht, The Netherlands 1979"",""sourceUrl"":""https://www.youtube.com/watch?v=igQMbYQrfjw"",""lastChecked"":""2026-07-22""}","needs_revision",""
"0.7.1","2026-07-22T19:24:54.796Z","NOASSERTION: No public data license has been asserted yet","/methodology","entity:sonny-boy-williamson-ii","sonny-boy-williamson-ii","Sonny Boy Williamson II","artist","Toured Britain in the 1960s backed by the Yardbirds and Animals, giving young British musicians direct stage experience with a first-generation bluesman.","c. 1912 – 1965","Mississippi","","","","","{""platform"":""youtube"",""videoId"":""deVkwsKH5no"",""title"":""Help Me"",""sourceUrl"":""https://www.youtube.com/watch?v=deVkwsKH5no"",""lastChecked"":""2026-07-22""}","needs_revision",""
"0.7.1","2026-07-22T19:24:54.796Z","NOASSERTION: No public data license has been asserted yet","/methodology","entity:sonny-rhodes","sonny-rhodes","Sonny Rhodes","artist","Sonny Rhodes was a blues musician.","1940 – 2021","United States","Blues","Musician","Guitar; Electric Guitar","source:encyclopedia-sonny-rhodes; source:wikipedia-list-blues-musicians-discovery","{""platform"":""youtube"",""videoId"":""7DiWxcilWtU"",""title"":""Sonny Rhodes - The Ballad Of Serenity(Extended)"",""sourceUrl"":""https://www.youtube.com/watch?v=7DiWxcilWtU"",""lastChecked"":""2026-07-22""}","needs_revision",""
"0.7.1","2026-07-22T19:24:54.796Z","NOASSERTION: No public data license has been asserted yet","/methodology","entity:sonny-rodgers","sonny-rodgers","Sonny Rodgers","artist","Sonny Rodgers was a blues singer.","1939 – 1990","","Blues","Singer","Voice","source:encyclopedia-sonny-rodgers; source:wikipedia-list-blues-musicians-discovery","{""platform"":""youtube"",""videoId"":""TkQZz52t6tQ"",""title"":""Sonny Rodgers   ~  ''St. James Infirmary'' & ''Windy City Blues'' 1979"",""sourceUrl"":""https://www.youtube.com/watch?v=TkQZz52t6tQ"",""lastChecked"":""2026-07-22""}","needs_revision",""
"0.7.1","2026-07-22T19:24:54.796Z","NOASSERTION: No public data license has been asserted yet","/methodology","entity:sonny-terry","sonny-terry","Sonny Terry","artist","Georgia-born singer and harmonica player whose expressive whoops, train effects and rhythmic playing became a defining Piedmont blues sound.","1911 – 1986","Georgia; North Carolina; New York","Piedmont blues; Country blues","Singer; Harmonica player","Harmonica","source:sonny-terry-blues-foundation","{""platform"":""youtube"",""videoId"":""C5v4hwhV8N8"",""title"":""Walkin’ My Blues Away"",""sourceUrl"":""https://www.youtube.com/watch?v=C5v4hwhV8N8"",""lastChecked"":""2026-07-22""}","reviewed","2026-07-22"
"0.7.1","2026-07-22T19:24:54.796Z","NOASSERTION: No public data license has been asserted yet","/methodology","entity:speckled-red","speckled-red","Speckled Red","artist","Speckled Red was a blues singer, jazz musician and pianist.","1892 – 1973","United States","Blues","Singer; Jazz Musician; Pianist; Composer","Piano; Voice","source:encyclopedia-speckled-red; source:wikipedia-list-blues-musicians-discovery","{""platform"":""youtube"",""videoId"":""yZnkNHE3tMM"",""title"":""Highway 61 Blues"",""sourceUrl"":""https://www.youtube.com/watch?v=yZnkNHE3tMM"",""lastChecked"":""2026-07-22""}","needs_revision",""
"0.7.1","2026-07-22T19:24:54.796Z","NOASSERTION: No public data license has been asserted yet","/methodology","entity:spirituals","spirituals","Negro Spirituals","tradition","Religious songs built on call-and-response and coded imagery, sung in churches and fields alike; the shared melodic and emotional vocabulary of spirituals and blues led some scholars to call them sacred and secular siblings.","1800s","American South","","","","","","needs_revision",""
"0.7.1","2026-07-22T19:24:54.796Z","NOASSERTION: No public data license has been asserted yet","/methodology","entity:st-louis-jimmy-oden","st-louis-jimmy-oden","St. Louis Jimmy Oden","artist","St. Louis Jimmy Oden was a blues composer, singer and songwriter.","1905 – 1977","United States","Blues","Composer; Singer; Songwriter; Pianist","Piano; Voice","source:encyclopedia-st-louis-jimmy-oden; source:wikipedia-list-blues-musicians-discovery","{""platform"":""youtube"",""videoId"":""DYbDxn-RmyY"",""title"":""St. Louis Woman Blues"",""sourceUrl"":""https://www.youtube.com/watch?v=DYbDxn-RmyY"",""lastChecked"":""2026-07-22""}","needs_revision",""
"0.7.1","2026-07-22T19:24:54.796Z","NOASSERTION: No public data license has been asserted yet","/methodology","entity:stevie-ray-vaughan","stevie-ray-vaughan","Stevie Ray Vaughan","artist","Rebuilt mainstream interest in blues guitar in the 1980s by synthesizing Albert King, Hendrix, and Texas blues into a ferocious modern style.","1954 – 1990","Texas","","","","","{""platform"":""youtube"",""videoId"":""I3MTGhRC82s"",""title"":""Pride and Joy"",""sourceUrl"":""https://www.youtube.com/watch?v=I3MTGhRC82s"",""lastChecked"":""2026-07-22""}","needs_revision",""
"0.7.1","2026-07-22T19:24:54.796Z","NOASSERTION: No public data license has been asserted yet","/methodology","entity:susan-tedeschi","susan-tedeschi","Susan Tedeschi","artist","Susan Tedeschi is a blues singer-songwriter, singer and composer.","1970 –","United States","Blues","Singer-Songwriter; Singer; Composer; Guitarist","Guitar; Voice; Harmonica","source:encyclopedia-susan-tedeschi; source:wikipedia-list-blues-musicians-discovery","{""platform"":""youtube"",""videoId"":""KaI5w1AwCLA"",""title"":""Susan Tedeschi - Little By Little (Visualizer)"",""sourceUrl"":""https://www.youtube.com/watch?v=KaI5w1AwCLA"",""lastChecked"":""2026-07-22""}","needs_revision",""
"0.7.1","2026-07-22T19:24:54.796Z","NOASSERTION: No public data license has been asserted yet","/methodology","entity:sylvester-weaver","sylvester-weaver","Sylvester Weaver","artist","Sylvester Weaver was a blues musician, musician and guitarist.","1897 – 1960","United States","Blues","Musician; Blues Musician; Guitarist","Guitar","source:encyclopedia-sylvester-weaver; source:wikipedia-list-blues-musicians-discovery","{""platform"":""youtube"",""videoId"":""UDsWPM0g_0M"",""title"":""Devil Blues"",""sourceUrl"":""https://www.youtube.com/watch?v=UDsWPM0g_0M"",""lastChecked"":""2026-07-22""}","needs_revision",""
